EmpID,CTC ,Salary,Health Insurance,Life Insurance,Pension Plan,Vaccation,Child Care,Performance Bonus,EquityShare,Finance Metrics
502-49-3276,96760.01,67732.007,4838,3870.4,10643.6,5,3870.4,1935.2,0,79.84
270-76-4825,153072.23,107150.561,7653.61,6122.89,16837.95,15,6122.89,3061.44,6,126.29
113-96-4627,48723.69,34106.583,2436.18,1948.95,5359.61,15,1948.95,974.47,1,40.20
614-07-9913,106457.31,74520.117,5322.87,4258.29,11710.3,16,4258.29,2129.15,5,87.84
273-89-0030,139328.04,97529.628,6966.4,5573.12,15326.08,1,5573.12,2786.56,0,114.97
258-03-4759,123815.03,86670.521,6190.75,4952.6,13619.65,11,4952.6,2476.3,4,102.15
555-74-5914,127910.11,89537.077,6395.51,5116.4,14070.11,12,5116.4,2558.2,1,105.53
769-09-6746,56638.78,39647.146,2831.94,2265.55,6230.27,16,2265.55,1132.78,7,46.74
873-64-6629,22200.73,15540.511,1110.04,888.03,2442.08,17,888.03,444.01,10,18.33
576-60-0141,97756.92,68429.844,4887.85,3910.28,10753.26,14,3910.28,1955.14,5,80.66
849-55-1000,65863.68,46104.576,3293.18,2634.55,7245,18,2634.55,1317.27,9,54.35
529-60-9983,67212.65,47048.855,3360.63,2688.51,7393.39,3,2688.51,1344.25,6,55.47
714-44-0636,93582.37,65507.659,4679.12,3743.29,10294.06,6,3743.29,1871.65,6,77.22
195-87-7803,65696.69,45987.683,3284.83,2627.87,7226.64,14,2627.87,1313.93,5,54.21
827-70-4178,54123.37,37886.359,2706.17,2164.93,5953.57,9,2164.93,1082.47,7,44.66
277-82-0955,79699.71,55789.797,3984.99,3187.99,8766.97,4,3187.99,1593.99,1,65.77
504-10-3149,43583.69,30508.583,2179.18,1743.35,4794.21,4,1743.35,871.67,6,35.97
258-11-3668,148658.86,104061.202,7432.94,5946.35,16352.47,14,5946.35,2973.18,9,122.65
605-26-9572,146717.21,102702.047,7335.86,5868.69,16138.89,15,5868.69,2934.34,8,121.05
540-46-8694,151644.96,106151.472,7582.25,6065.8,16680.95,17,6065.8,3032.9,5,125.12
520-42-1963,137024.2,95916.94,6851.21,5480.97,15072.66,8,5480.97,2740.48,7,113.06
750-12-2770,96479.98,67535.986,4824,3859.2,10612.8,19,3859.2,1929.6,7,79.61
623-84-4932,74350.8,52045.56,3717.54,2974.03,8178.59,16,2974.03,1487.02,8,61.35
830-36-0615,194569.96,136198.972,9728.5,7782.8,21402.7,17,7782.8,3891.4,8,160.53
889-31-2206,32822.49,22975.743,1641.12,1312.9,3610.47,19,1312.9,656.45,10,27.10
545-07-6926,148744.28,104120.996,7437.21,5949.77,16361.87,13,5949.77,2974.89,3,122.72
177-03-6051,52836.88,36985.816,2641.84,2113.48,5812.06,2,2113.48,1056.74,2,43.61
123-07-3061,193360.25,135352.175,9668.01,7734.41,21269.63,15,7734.41,3867.21,8,159.53
199-32-9596,161625.89,113138.123,8081.29,6465.04,17778.85,11,6465.04,3232.52,5,133.35
537-81-3844,63334.5,44334.15,3166.73,2533.38,6966.8,6,2533.38,1266.69,2,52.26
701-09-8034,43297.06,30307.942,2164.85,1731.88,4762.68,7,1731.88,865.94,8,35.73
805-86-4981,124598,87218.6,6229.9,4983.92,13705.78,18,4983.92,2491.96,2,102.81
164-62-0864,117009.34,81906.538,5850.47,4680.37,12871.03,17,4680.37,2340.19,1,96.54
555-49-0367,132538.9,92777.23,6626.95,5301.56,14579.28,17,5301.56,2650.78,9,109.36
447-77-7417,127531.97,89272.379,6376.6,5101.28,14028.52,1,5101.28,2550.64,0,105.24
865-73-1884,168107.5,117675.25,8405.38,6724.3,18491.83,6,6724.3,3362.15,8,138.70
873-69-7312,137814.62,96470.234,6890.73,5512.58,15159.61,1,5512.58,2756.29,0,113.72
851-06-8816,87620.28,61334.196,4381.01,3504.81,9638.23,1,3504.81,1752.41,7,72.31
496-88-1873,22744.42,15921.094,1137.22,909.78,2501.89,9,909.78,454.89,0,18.77
533-14-0286,39899.88,27929.916,1994.99,1596,4388.99,1,1596,798,10,32.94
867-93-4453,67033.19,46923.233,3351.66,2681.33,7373.65,8,2681.33,1340.66,10,55.31
594-93-7129,63121.97,44185.379,3156.1,2524.88,6943.42,5,2524.88,1262.44,2,52.09
132-89-5737,65948.48,46163.936,3297.42,2637.94,7254.33,1,2637.94,1318.97,4,54.43
764-65-2236,80768.18,56537.726,4038.41,3230.73,8884.5,20,3230.73,1615.36,3,66.65
452-51-7540,72838.44,50986.908,3641.92,2913.54,8012.23,9,2913.54,1456.77,0,60.10
103-87-6019,52396.66,36677.662,2619.83,2095.87,5763.63,2,2095.87,1047.93,5,43.25
521-75-8902,31081.76,21757.232,1554.09,1243.27,3418.99,6,1243.27,621.64,2,25.66
538-62-1223,111791.18,78253.826,5589.56,4471.65,12297.03,19,4471.65,2235.82,2,92.24
578-99-0034,43022.44,30115.708,2151.12,1720.9,4732.47,7,1720.9,860.45,0,35.50
824-03-2298,79205.77,55444.039,3960.29,3168.23,8712.63,16,3168.23,1584.12,3,65.35
118-87-2614,193749.33,135624.531,9687.47,7749.97,21312.43,9,7749.97,3874.99,6,159.85
622-60-8770,154620.28,108234.196,7731.01,6184.81,17008.23,2,6184.81,3092.41,5,127.58
578-76-7162,175305.97,122714.179,8765.3,7012.24,19283.66,20,7012.24,3506.12,5,144.65
270-28-7512,54823.12,38376.184,2741.16,2192.92,6030.54,20,2192.92,1096.46,2,45.25
785-31-9335,114306.11,80014.277,5715.31,4572.24,12573.67,17,4572.24,2286.12,7,94.32
476-55-7289,29472.82,20630.974,1473.64,1178.91,3242.01,8,1178.91,589.46,10,24.33
877-61-8759,87910.43,61537.301,4395.52,3516.42,9670.15,20,3516.42,1758.21,1,72.54
504-93-7588,138407.17,96885.019,6920.36,5536.29,15224.79,15,5536.29,2768.14,4,114.19
437-69-7457,66915.53,46840.871,3345.78,2676.62,7360.71,19,2676.62,1338.31,3,55.22
438-51-1619,77719.61,54403.727,3885.98,3108.78,8549.16,11,3108.78,1554.39,10,64.12
370-82-6833,97750.15,68425.105,4887.51,3910.01,10752.52,8,3910.01,1955,10,80.66
151-57-6392,33539.26,23477.482,1676.96,1341.57,3689.32,14,1341.57,670.79,6,27.68
770-79-7988,135361.13,94752.791,6768.06,5414.45,14889.72,6,5414.45,2707.22,3,111.69
693-64-7636,81192.6,56834.82,4059.63,3247.7,8931.19,6,3247.7,1623.85,4,67.00
312-04-3741,193073.55,135151.485,9653.68,7722.94,21238.09,11,7722.94,3861.47,7,159.29
527-71-0137,52306.79,36614.753,2615.34,2092.27,5753.75,8,2092.27,1046.14,9,43.16
347-85-4527,166173.45,116321.415,8308.67,6646.94,18279.08,14,6646.94,3323.47,8,137.10
515-36-4152,150459.19,105321.433,7522.96,6018.37,16550.51,19,6018.37,3009.18,5,124.14
447-73-5967,42205.6,29543.92,2110.28,1688.22,4642.62,10,1688.22,844.11,10,34.83
226-59-8851,27722.88,19406.016,1386.14,1108.92,3049.52,16,1108.92,554.46,3,22.88
739-17-4672,151080.81,105756.567,7554.04,6043.23,16618.89,5,6043.23,3021.62,0,124.66
712-86-5644,100522.77,70365.939,5026.14,4020.91,11057.5,15,4020.91,2010.46,9,82.94
205-86-9457,94503.68,66152.576,4725.18,3780.15,10395.4,1,3780.15,1890.07,2,77.99
116-06-0398,179659.77,125761.839,8982.99,7186.39,19762.57,9,7186.39,3593.2,10,148.23
662-22-6978,48114.24,33679.968,2405.71,1924.57,5292.57,14,1924.57,962.28,10,39.70
360-16-7951,190556.01,133389.207,9527.8,7622.24,20961.16,9,7622.24,3811.12,3,157.22
701-07-5591,75208.93,52646.251,3760.45,3008.36,8272.98,8,3008.36,1504.18,8,62.06
577-26-9575,101150.09,70805.063,5057.5,4046,11126.51,5,4046,2023,1,83.46
221-09-4531,97539.37,68277.559,4876.97,3901.57,10729.33,5,3901.57,1950.79,3,80.49
556-38-8051,95051.09,66535.763,4752.55,3802.04,10455.62,20,3802.04,1901.02,7,78.44
448-12-2809,106313.34,74419.338,5315.67,4252.53,11694.47,1,4252.53,2126.27,6,87.73
620-01-0297,191004.59,133703.213,9550.23,7640.18,21010.5,19,7640.18,3820.09,5,157.59
670-91-4349,101949.97,71364.979,5097.5,4078,11214.5,17,4078,2039,0,84.12
797-77-3099,97692.84,68384.988,4884.64,3907.71,10746.21,4,3907.71,1953.86,7,80.62
782-45-9981,151137.6,105796.32,7556.88,6045.5,16625.14,12,6045.5,3022.75,3,124.69
723-38-6457,157926.6,110548.62,7896.33,6317.06,17371.93,12,6317.06,3158.53,2,130.29
539-84-4291,45402.74,31781.918,2270.14,1816.11,4994.3,9,1816.11,908.05,2,37.46
667-85-6949,135002.19,94501.533,6750.11,5400.09,14850.24,10,5400.09,2700.04,10,111.38
773-07-7036,137553.39,96287.373,6877.67,5502.14,15130.87,8,5502.14,2751.07,0,113.49
745-40-3540,146665.56,102665.892,7333.28,5866.62,16133.21,19,5866.62,2933.31,7,121.02
759-41-8167,125511.21,87857.847,6275.56,5020.45,13806.23,7,5020.45,2510.22,3,103.56
291-98-8724,166685.04,116679.528,8334.25,6667.4,18335.35,8,6667.4,3333.7,1,137.52
183-17-9122,20115.71,14080.997,1005.79,804.63,2212.73,14,804.63,402.31,9,16.60
237-89-8091,26673.67,18671.569,1333.68,1066.95,2934.1,5,1066.95,533.47,3,22.02
711-52-6344,98082.04,68657.428,4904.1,3923.28,10789.02,11,3923.28,1961.64,9,80.92
589-73-0183,33151.13,23205.791,1657.56,1326.05,3646.62,6,1326.05,663.02,3,27.36
438-49-1509,92683.04,64878.128,4634.15,3707.32,10195.13,15,3707.32,1853.66,10,76.47
306-37-9255,42796.17,29957.319,2139.81,1711.85,4707.58,14,1711.85,855.92,6,35.31
494-70-8243,193593.04,135515.128,9679.65,7743.72,21295.23,1,7743.72,3871.86,1,159.74
197-72-7370,186126.71,130288.697,9306.34,7445.07,20473.94,7,7445.07,3722.53,6,153.57
882-90-0870,165119.66,115583.762,8255.98,6604.79,18163.16,16,6604.79,3302.39,0,136.23
472-93-9619,67530.89,47271.623,3376.54,2701.24,7428.4,3,2701.24,1350.62,6,55.73
677-57-0543,131524.62,92067.234,6576.23,5260.98,14467.71,16,5260.98,2630.49,3,108.52
738-09-9095,185927.62,130149.334,9296.38,7437.1,20452.04,19,7437.1,3718.55,10,153.41
420-59-1333,153398.01,107378.607,7669.9,6135.92,16873.78,9,6135.92,3067.96,0,126.56
296-14-4615,26079.19,18255.433,1303.96,1043.17,2868.71,3,1043.17,521.58,1,21.53
677-51-6289,63117.55,44182.285,3155.88,2524.7,6942.93,18,2524.7,1262.35,7,52.09
626-83-7786,135047.22,94533.054,6752.36,5401.89,14855.19,19,5401.89,2700.94,1,111.43
799-70-1586,100545.55,70381.885,5027.28,4021.82,11060.01,14,4021.82,2010.91,5,82.96
463-22-7198,198438.4,138906.88,9921.92,7937.54,21828.22,11,7937.54,3968.77,5,163.72
338-83-0333,122742.51,85919.757,6137.13,4909.7,13501.68,12,4909.7,2454.85,8,101.27
292-32-2113,23375.45,16362.815,1168.77,935.02,2571.3,20,935.02,467.51,3,19.30
874-89-7666,133301.26,93310.882,6665.06,5332.05,14663.14,19,5332.05,2666.03,9,109.99
425-98-1688,35084.64,24559.248,1754.23,1403.39,3859.31,19,1403.39,701.69,4,28.96
596-10-0187,48311.33,33817.931,2415.57,1932.45,5314.25,1,1932.45,966.23,10,39.88
615-72-8723,80072.33,56050.631,4003.62,3202.89,8807.96,8,3202.89,1601.45,5,66.07
333-66-0570,20581.05,14406.735,1029.05,823.24,2263.92,13,823.24,411.62,9,16.98
267-36-1194,166585.34,116609.738,8329.27,6663.41,18324.39,4,6663.41,3331.71,4,137.45
487-26-4286,57219.6,40053.72,2860.98,2288.78,6294.16,20,2288.78,1144.39,0,47.22
632-43-0728,128980.65,90286.455,6449.03,5159.23,14187.87,13,5159.23,2579.61,2,106.41
715-63-8780,58296.88,40807.816,2914.84,2331.88,6412.66,2,2331.88,1165.94,3,48.12
412-87-5302,48799.65,34159.755,2439.98,1951.99,5367.96,17,1951.99,975.99,4,40.27
618-06-0191,188460.98,131922.686,9423.05,7538.44,20730.71,3,7538.44,3769.22,0,155.50
712-54-4168,191236.89,133865.823,9561.84,7649.48,21036.06,18,7649.48,3824.74,8,157.79
483-82-7755,31549.04,22084.328,1577.45,1261.96,3470.39,20,1261.96,630.98,7,26.05
484-88-9224,42730.79,29911.553,2136.54,1709.23,4700.39,12,1709.23,854.62,4,35.25
621-34-5264,98014.67,68610.269,4900.73,3920.59,10781.61,15,3920.59,1960.29,3,80.87
158-80-9540,28257.9,19780.53,1412.9,1130.32,3108.37,16,1130.32,565.16,9,23.32
749-95-3173,178802.04,125161.428,8940.1,7152.08,19668.22,19,7152.08,3576.04,4,147.53
410-61-8578,48806.35,34164.445,2440.32,1952.25,5368.7,18,1952.25,976.13,2,40.28
784-40-0431,164912.11,115438.477,8245.61,6596.48,18140.33,13,6596.48,3298.24,7,136.06
140-76-0311,190529.37,133370.559,9526.47,7621.17,20958.23,18,7621.17,3810.59,4,157.20
667-26-8163,173621.12,121534.784,8681.06,6944.84,19098.32,8,6944.84,3472.42,5,143.25
615-78-4484,112029.19,78420.433,5601.46,4481.17,12323.21,13,4481.17,2240.58,1,92.43
430-27-2899,150736.06,105515.242,7536.8,6029.44,16580.97,2,6029.44,3014.72,2,124.38
755-19-5143,118157.01,82709.907,5907.85,4726.28,12997.27,19,4726.28,2363.14,10,97.50
356-77-4221,197987.64,138591.348,9899.38,7919.51,21778.64,15,7919.51,3959.75,3,163.35
112-21-3307,20942.32,14659.624,1047.12,837.69,2303.66,1,837.69,418.85,0,17.30
715-54-1544,185582.8,129907.96,9279.14,7423.31,20414.11,20,7423.31,3711.66,4,153.12
275-59-1270,197546.16,138282.312,9877.31,7901.85,21730.08,11,7901.85,3950.92,8,162.98
490-21-2853,88789.42,62152.594,4439.47,3551.58,9766.84,2,3551.58,1775.79,6,73.27
733-67-8569,176461.02,123522.714,8823.05,7058.44,19410.71,11,7058.44,3529.22,3,145.58
630-40-7221,98498.54,68948.978,4924.93,3939.94,10834.84,9,3939.94,1969.97,2,81.27
617-43-7561,153855.72,107699.004,7692.79,6154.23,16924.13,7,6154.23,3077.11,10,126.94
264-67-3688,33889.23,23722.461,1694.46,1355.57,3727.82,11,1355.57,677.78,3,27.96
410-03-9733,36603.71,25622.597,1830.19,1464.15,4026.41,6,1464.15,732.07,6,30.21
157-57-7399,138960.12,97272.084,6948.01,5558.4,15285.61,10,5558.4,2779.2,10,114.65
590-76-4265,129198.42,90438.894,6459.92,5167.94,14211.83,20,5167.94,2583.97,2,106.61
566-86-3629,161732.62,113212.834,8086.63,6469.3,17790.59,2,6469.3,3234.65,1,133.45
229-13-1288,183786.76,128650.732,9189.34,7351.47,20216.54,8,7351.47,3675.74,1,151.63
350-80-4743,121384.12,84968.884,6069.21,4855.36,13352.25,16,4855.36,2427.68,5,100.15
159-49-0972,63874.77,44712.339,3193.74,2554.99,7026.22,11,2554.99,1277.5,10,52.70
171-06-0244,116445.94,81512.158,5822.3,4657.84,12809.05,2,4657.84,2328.92,10,96.09
127-83-8346,48715.5,34100.85,2435.78,1948.62,5358.71,12,1948.62,974.31,3,40.19
168-49-0814,173777.11,121643.977,8688.86,6951.08,19115.48,19,6951.08,3475.54,6,143.38
381-68-8275,43122.93,30186.051,2156.15,1724.92,4743.52,6,1724.92,862.46,2,35.59
757-76-1777,87221.91,61055.337,4361.1,3488.88,9594.41,7,3488.88,1744.44,3,71.97
586-11-7292,87347.78,61143.446,4367.39,3493.91,9608.26,3,3493.91,1746.96,2,72.08
777-95-8591,115223.81,80656.667,5761.19,4608.95,12674.62,15,4608.95,2304.48,6,95.07
415-28-9279,88480.52,61936.364,4424.03,3539.22,9732.86,4,3539.22,1769.61,10,73.02
573-56-8778,20199.46,14139.622,1009.97,807.98,2221.94,1,807.98,403.99,4,16.69
