EmpID,Name,Age,Gender,Sleeping Hours,Stress level,Medication,Hours of Meditation,Life Satisfaction,Relationship Status,Relationship Satisfaction,Acheivements,EQ,Mental Check up Score
277-82-0955,Renato Kimbury,53,Genderqueer,5,3.5,0,1,1,7,3,11,71.2,4.51
504-10-3149,Sukey Buchanan,30,Genderqueer,5,9,1,2,0,4,4,3,66.3,2.786
258-11-3668,Verile Akitt,21,Non-binary,14,9.6,0,0,0,5,4,4,46.9,0.506
605-26-9572,Melissa Meric,22,Polygender,4,7.9,1,0,4,4,2,11,70.4,3.351
540-46-8694,Moyna Honniebal,44,Bigender,9,9,0,0,3,7,2,8,94.4,6.57
520-42-1963,Noll Mordacai,59,Genderqueer,13,6.1,1,0,4,4,5,3,79.9,4.592
750-12-2770,Allissa Hartless,33,Genderqueer,10,7.6,0,2,5,3,5,5,81.8,5.852
623-84-4932,Serena Jewitt,56,Genderfluid,14,8.6,1,2,1,1,1,2,86,4.203
830-36-0615,Giles Marshalleck,51,Agender,8,5.4,1,2,4,6,4,5,98.2,7.577
889-31-2206,Lyle Camerello,25,Non-binary,8,7.3,1,1,0,7,4,12,89.3,6.29
545-07-6926,Dierdre Ivashinnikov,29,Genderqueer,11,2.3,0,1,0,6,2,6,62.1,4.38
177-03-6051,Gardie Radenhurst,29,Polygender,5,9.9,0,0,4,1,1,6,58,1.945
123-07-3061,Samuele Bunney,44,Male,11,6.3,1,1,4,3,2,12,62.9,3.962
199-32-9596,Thomasa Huggen,36,Polygender,14,2.2,1,2,3,6,4,6,33.5,1.236
537-81-3844,Vittorio McKleod,22,Non-binary,6,7.4,0,1,4,3,1,8,69.5,4.025
701-09-8034,Allx Rollings,34,Female,8,1.2,0,2,2,1,4,4,98,8.379
805-86-4981,Dukey Bliss,46,Genderfluid,5,2,0,2,5,4,5,4,33.8,1.73
164-62-0864,Elise Gledhall,25,Polygender,7,2.5,0,1,1,2,1,5,99.2,7.709
555-49-0367,Judith Kittel,31,Genderqueer,5,3,0,2,4,4,3,12,35.2,1.813
447-77-7417,Rodge Branney,19,Genderqueer,10,9.2,1,1,5,1,4,12,48.7,2.626
865-73-1884,Tova Frantzen,49,Agender,9,7.6,1,0,4,1,4,7,107.6,8.087
873-69-7312,Robenia Rasor,27,Female,6,6,0,0,0,3,3,1,69.1,3.704
851-06-8816,Daron Adamovicz,58,Genderfluid,5,6.6,1,2,2,6,3,6,34.4,0.524
496-88-1873,Honor Headford,41,Male,11,2,0,1,2,3,5,1,93.9,7.335
533-14-0286,Lydon Norton,24,Genderqueer,5,7.9,0,1,0,5,2,4,35.5,0.178
867-93-4453,Alonso Campey,44,Genderqueer,10,8.7,0,0,4,2,1,9,67.7,4
594-93-7129,William Maker,27,Non-binary,9,10,1,2,3,3,1,9,64.3,3.912
132-89-5737,Flinn Feirn,55,Polygender,5,1.1,1,0,0,7,1,5,34.5,1.226
764-65-2236,Filberto Myrie,25,Bigender,13,4.6,0,0,2,4,5,8,82,5.28
452-51-7540,Leilah MacTague,60,Male,14,5.6,0,2,2,7,2,4,39.2,0.821
103-87-6019,Clevey Delnevo,26,Bigender,11,2.6,0,0,5,2,2,11,83.7,6.657
521-75-8902,Emmy Maudling,31,Male,11,1.4,1,0,3,2,2,3,85.1,6.58
538-62-1223,Auroora Saddington,52,Non-binary,5,1.4,0,2,2,1,4,3,70,4.826
578-99-0034,Bartolemo Youtead,41,Non-binary,13,2.8,1,2,2,5,5,12,52.3,3.223
824-03-2298,Siegfried Hicken,48,Female,12,6,1,0,1,4,2,6,28.3,0.089
118-87-2614,Inessa Havercroft,19,Polygender,7,3.1,0,1,0,5,1,10,57.3,3.931
622-60-8770,Millicent Bostick,30,Male,11,3.9,0,2,4,4,5,2,29.3,1.457
578-76-7162,Marje McGlue,57,Genderqueer,9,7.8,0,2,0,2,4,8,33.3,1.376
270-28-7512,Costanza Heinish,56,Genderfluid,12,5,1,2,5,2,5,10,58.1,3.688
785-31-9335,Logan Crosio,25,Bigender,4,7.1,0,1,0,5,1,3,78.6,3.859
476-55-7289,Magdalene Sogg,59,Agender,8,4.9,1,1,1,5,2,7,53.8,3.335
877-61-8759,Valina Alltimes,20,Polygender,13,2.2,0,1,4,6,4,5,92.1,6.865
504-93-7588,Rhody Haskell,42,Bigender,11,5.8,1,1,1,3,4,8,46.3,2.31
437-69-7457,Culver Tregenza,57,Bigender,6,9.8,0,1,4,7,5,11,42.1,1.128
438-51-1619,Shina Kubasek,19,Polygender,9,5,1,1,0,5,4,11,38.5,2.51
370-82-6833,Christy Lindmark,32,Non-binary,7,3.2,0,0,1,3,4,7,68.2,4.766
151-57-6392,Aurora Cawkill,44,Male,4,2.3,1,1,1,3,4,10,42,1.811
770-79-7988,Sonja Liddel,48,Genderqueer,11,1.2,1,2,4,5,1,7,41.6,3.044
693-64-7636,Edna Mettericke,18,Male,11,9,1,0,4,5,4,1,94.1,5.942
312-04-3741,Claresta Dotson,41,Genderfluid,9,4.8,1,1,5,6,2,1,90.9,7.147
527-71-0137,Cam Alyutin,31,Non-binary,13,8.9,0,0,5,5,2,1,48.4,1.232
347-85-4527,Ricca Daniello,54,Genderqueer,13,2.3,0,0,4,1,1,8,40.6,1.946
515-36-4152,Quentin Sibun,32,Genderqueer,9,4.5,0,0,3,2,1,1,71.2,5.233
447-73-5967,Matty Duckham,40,Male,7,3.5,0,2,0,5,2,9,51.5,3.338
226-59-8851,Bev Lund,22,Genderqueer,5,8.3,0,1,3,6,2,3,60.5,2.536
739-17-4672,Reg Poleye,43,Non-binary,13,9.9,1,2,3,2,5,12,96.8,5.8
712-86-5644,Madeline Andreini,37,Bigender,13,6.3,1,0,3,2,5,2,42.6,1.16
205-86-9457,Beatrice Ilyenko,51,Bigender,8,1.9,0,1,3,6,5,2,90.1,7.383
116-06-0398,Sean Upex,31,Genderfluid,6,1.1,1,1,0,4,3,1,78,5.584
662-22-6978,Hendrick Suddell,26,Genderqueer,11,8.6,0,0,4,4,2,3,66.7,3.557
360-16-7951,Josiah Blastock,19,Polygender,6,2.1,1,0,4,7,1,10,43.2,2.682
701-07-5591,Lexie Langrish,26,Bigender,5,9.6,1,1,4,4,1,8,37,0.264
577-26-9575,Paco Buckmaster,54,Agender,13,1.7,1,1,4,1,3,10,89.6,6.672
221-09-4531,Saxe Napier,25,Polygender,10,8,1,2,5,1,5,12,93.7,7.039
556-38-8051,Christophe LLelweln,42,Genderqueer,9,1.9,1,0,0,6,2,6,29.8,1.934
448-12-2809,Adamo Farron,46,Non-binary,14,8.6,1,2,1,4,1,2,81,3.782
620-01-0297,Wadsworth Gillan,60,Genderqueer,9,1.7,0,0,5,3,2,6,34.3,2.729
670-91-4349,Reider Pagon,51,Non-binary,4,8,0,1,0,1,4,4,79.5,3.768
797-77-3099,Kylie Reilingen,57,Non-binary,6,4.9,1,0,4,3,5,2,72.3,4.435
782-45-9981,Kimberly Hilary,19,Genderfluid,8,4.3,1,0,5,5,3,11,67.4,5.158
723-38-6457,Katharine Elstob,25,Genderfluid,10,3.8,0,1,4,5,3,8,42.5,2.993
539-84-4291,Jobyna Byass,34,Non-binary,13,7.7,1,0,2,6,5,1,83.3,4.441
667-85-6949,Eadith Whiles,43,Bigender,11,9.7,1,2,4,2,4,11,59.6,3.104
773-07-7036,Claudie Barford,59,Genderqueer,6,9.2,1,0,5,3,2,3,93.5,5.445
745-40-3540,Alphonse Kinghorne,19,Male,9,8.4,0,1,3,6,4,7,44.3,2.458
759-41-8167,Heriberto Harden,27,Bigender,14,9.2,0,2,3,5,3,7,88.3,4.79
291-98-8724,Atlante Ludovico,48,Polygender,12,7.9,1,0,0,5,2,11,49.9,1.714
183-17-9122,Timmie McGaffey,40,Bigender,10,1.4,0,0,2,1,1,1,59.2,4.402
237-89-8091,Seymour Kneale,23,Female,14,1.5,0,2,5,2,5,9,50.1,3.252
711-52-6344,Colline Riche,38,Male,12,9.7,1,1,2,2,5,10,43.9,1.149
589-73-0183,Anton Rawcliffe,55,Bigender,6,2.9,0,2,4,1,4,5,27.3,1.16
438-49-1509,Haleigh Dorow,38,Female,9,9.5,1,2,2,7,4,6,106.1,7.659
306-37-9255,Joelynn Gouda,28,Bigender,5,6.6,0,1,5,6,1,7,81.4,4.969
494-70-8243,Analiese Yarrall,59,Non-binary,12,9.5,1,1,3,5,5,5,79.9,4.288
197-72-7370,Bird Gardener,25,Non-binary,5,6.2,0,1,1,1,2,3,91.7,5.627
882-90-0870,Michaella Jekyll,60,Agender,11,1.2,0,1,3,5,5,6,74.1,5.886
472-93-9619,Bettine Vakhonin,49,Female,5,3.2,1,2,2,6,4,9,75.2,5.055
677-57-0543,Sibley Fabri,48,Bigender,5,3.4,1,2,1,1,4,9,87.4,6.044
738-09-9095,Tonya Fyfield,59,Genderfluid,9,4,0,0,0,1,1,12,89.2,6.99
420-59-1333,Michell Jochens,22,Genderfluid,11,9.5,0,0,2,3,5,3,84.7,4.962
296-14-4615,Oliy Havile,47,Genderfluid,4,5,1,2,2,5,4,11,85.7,5.388
677-51-6289,Laura Martins,45,Polygender,10,1.9,1,2,4,7,4,2,105.5,8.897
626-83-7786,Floria Gornal,30,Genderqueer,11,2.7,0,0,3,2,3,11,85,6.622
799-70-1586,Arlie Titcomb,56,Bigender,5,3.9,0,1,5,4,4,8,65.5,4.125
463-22-7198,Prent Airton,41,Polygender,8,7,0,1,0,1,4,4,59.6,3.418
338-83-0333,Joshia Gilleson,29,Male,8,7.2,1,1,1,5,4,2,57.3,3.179
292-32-2113,Romy Newtown,22,Genderqueer,9,2.7,0,2,2,1,2,11,37.2,3.105
874-89-7666,Berta Allaker,37,Polygender,5,6.5,0,2,5,5,2,12,93.5,6.339
425-98-1688,Horace Summerfield,38,Male,11,1.8,0,0,2,4,2,12,93.5,7.472
596-10-0187,Harbert Dundredge,25,Male,6,1.1,1,2,2,5,5,9,106.1,8.704
615-72-8723,Karrie Haycroft,47,Bigender,13,3.5,0,1,1,2,2,10,71.8,4.522
333-66-0570,Bradan Thyng,23,Bigender,7,6.8,1,0,1,2,4,4,100.1,6.789
267-36-1194,Alvie Vink,35,Genderqueer,13,8.9,0,0,5,7,4,11,72.1,3.707
487-26-4286,Briney Aulsford,44,Non-binary,7,9.9,1,0,5,5,2,6,105,6.765
632-43-0728,Jorey Scard,24,Polygender,14,4.3,1,0,1,5,2,9,47.3,1.746
715-63-8780,Lilli Ropp,30,Agender,11,7.9,1,1,5,1,1,5,78.6,4.924
412-87-5302,Carolee Bolderoe,53,Bigender,11,4.8,0,2,2,7,1,3,79.6,5.483
618-06-0191,Tomkin Calltone,32,Female,11,5,0,2,4,3,2,9,79,5.81
712-54-4168,Ashleigh Ousbie,49,Genderfluid,10,4.8,1,2,5,5,4,7,85.4,6.687
483-82-7755,Adolf Lotwich,56,Bigender,4,5.4,1,0,2,7,2,1,56,2.005
484-88-9224,Brent Radki,53,Agender,10,7.3,0,0,2,5,1,4,72.7,4.427
621-34-5264,Marjie Crosswaite,49,Genderqueer,8,1.8,0,2,5,6,5,7,92.1,8
158-80-9540,Wallie Boteman,44,Genderqueer,4,9.9,1,2,2,6,2,1,30.9,-0.924
749-95-3173,Meta Huckle,45,Genderfluid,14,3.5,0,2,5,6,2,12,44.5,2.231
410-61-8578,Clarence Denyakin,38,Female,12,8.4,1,1,0,4,3,9,106.9,6.862
784-40-0431,Rockey Cassel,33,Bigender,14,8.9,1,2,5,3,3,7,50.4,1.503
140-76-0311,Pamelina Penkman,22,Genderfluid,5,1,1,2,3,2,1,7,83.8,6.326
667-26-8163,Ninon Lomansey,57,Genderqueer,9,6.2,0,1,1,2,2,8,72.8,5.157
615-78-4484,Blythe Bode,51,Agender,12,1.3,1,0,4,2,3,8,48.2,3.158
430-27-2899,Davon Iczokvitz,57,Male,12,2.6,0,0,2,5,2,11,79.9,5.692
755-19-5143,Ainsley Given,41,Male,13,1.4,1,0,0,5,5,5,27.9,0.731
356-77-4221,Tildy Mallinson,26,Male,10,9.8,1,2,5,4,3,4,72.4,4.438
112-21-3307,Barnebas Highton,60,Non-binary,12,1.7,1,0,0,3,5,5,42.3,2.209
715-54-1544,Fielding Wilcher,43,Male,12,9.2,1,2,1,3,1,11,47.7,1.538
275-59-1270,Cassi Gashion,52,Agender,4,3.8,0,2,2,5,4,7,58.9,3.143
490-21-2853,Latrena Hacun,41,Genderqueer,11,6.3,0,2,1,3,4,11,43.1,2.18
733-67-8569,Bibby O'Henehan,29,Agender,6,7.7,1,0,2,2,4,9,49.7,1.95
630-40-7221,Carry Foster-Smith,20,Female,10,4.6,1,2,3,5,5,12,95.3,7.789
617-43-7561,Saleem Clyma,35,Genderqueer,13,5.2,1,2,2,2,1,7,77.9,4.776
264-67-3688,Francesco Wherrett,45,Genderqueer,14,8.2,0,2,5,5,4,2,66.6,2.993
410-03-9733,Arman Dunphie,20,Genderfluid,10,5.7,0,1,1,4,3,11,101.3,7.798
157-57-7399,Isabeau Hender,32,Bigender,7,7.5,1,1,2,3,2,6,73.2,4.363
590-76-4265,Maryrose Stubbeley,28,Polygender,14,4.5,1,2,2,2,4,6,67.3,3.761
566-86-3629,Fidelio Death,29,Male,13,7.7,1,2,2,4,4,4,62.1,2.856
229-13-1288,Claybourne Wartonby,55,Non-binary,5,9.1,0,2,0,3,4,11,67.6,3.085
350-80-4743,Yolande Benko,55,Polygender,11,1.8,0,1,5,6,5,5,102.9,8.475
159-49-0972,Josias Brassington,50,Genderfluid,4,4,0,2,0,3,2,10,70.2,4.014
171-06-0244,Briana Haye,30,Non-binary,8,9,1,2,2,5,5,2,52.8,2.611
127-83-8346,Albertina Corben,25,Female,10,1.5,1,2,2,2,5,9,76.7,6.574
168-49-0814,Joscelin Dewhirst,28,Non-binary,5,6.5,0,1,5,7,2,8,57,2.854
381-68-8275,Elmo Renhard,28,Non-binary,9,4.1,0,1,1,7,3,11,56.7,4.371
757-76-1777,Lilla Wayon,20,Male,14,4.3,0,0,5,4,2,4,106.4,7.271
586-11-7292,Augusta Beverstock,34,Male,14,8.8,0,2,0,3,3,12,38.8,0.325
777-95-8591,Pall Lukes,24,Agender,4,4.5,1,0,5,7,3,2,72,4.027
415-28-9279,Karissa O' Byrne,60,Polygender,8,3.5,1,0,4,6,2,6,105.6,8.348
573-56-8778,Abbott Deakes,49,Agender,5,9.2,0,0,1,5,1,7,84.1,4.186
